actor_1_name,movie_title,genres,title_year,imdb_score,movie_facebook_likes
Leonor Varela,Sleep Dealer,Drama|Romance|Sci-Fi|Thriller,2008,5.9,0
Linda Cardellini,Super,Comedy|Crime|Drama,2010,6.8,19000
Ashley Scott,Christmas Mail,Comedy|Drama|Family|Romance,2010,5.8,190
Clifton Collins Jr.,Stung,Comedy|Horror,2015,5,0
Natasha Lyonne,Antibirth,Horror,2016,6.3,89
Bernie Mac,Get on the Bus,Drama|History,1996,6.8,352
Marc Blucas,Thr3e,Drama|Horror|Mystery|Thriller,2006,5.1,250
Anthony 'Citric' Campos,Idiocracy,Adventure|Comedy|Sci-Fi,2006,6.6,79000
Simon Merrells,The Rise of the Krays,Crime|Drama,2015,5,0
Stephen Graham,This Is England,Crime|Drama,2006,7.7,11000
Julian Glover,Alien Uprising,Comedy|Sci-Fi,2012,3.1,0
Esther Williams,Bathing Beauty,Comedy|Musical,1944,6.5,144
Jossara Jinaro,Go for It!,Drama|Musical,2011,3.9,566
Ethan Embry,"Dancer, Texas Pop. 81",Comedy|Drama|Family,1998,6.8,500
Agnes Moorehead,Show Boat,Drama|Family|Musical|Romance,1951,7,438
Tom Skerritt,Redemption Road,Drama,2010,5.9,279
Topher Grace,The Calling,Thriller,2014,5.8,0
Jon Lovitz,The Brave Little Toaster,Adventure|Animation|Comedy|Family|Fantasy|Musical,1987,7.3,0
Leopold Stokowski,Fantasia,Animation|Family|Fantasy|Music,1940,7.8,3000
Roy Scheider,The French Connection,Action|Crime|Drama|Thriller,1971,7.8,0
Nicole Smolen,8 Days,Drama|Thriller,2014,6.9,224
Richard Brooker,Friday the 13th Part III,Horror|Thriller,1982,5.7,0
Tiffany Helm,Friday the 13th: A New Beginning,Horror|Mystery|Thriller,1985,4.7,1000
Henry Thomas,The Last Sin Eater,Drama,2007,5.9,285
Alexa PenaVega,Do You Believe,Drama,2015,5.9,13000
Brian Austin Green,Impact Point,Thriller,2008,4.3,77
Jessica Tandy,The Valley of Decision,Drama,1945,7.5,68
Jessica Lowndes,Eden,Drama|Thriller,2015,4.8,452
Saeed Jaffrey,Chicken Tikka Masala,Comedy|Drama|Romance,2005,5.8,172
Ryan Guzman,Always Woodstock,Comedy|Music|Romance,2014,5.3,107
Rachel Skarsten,Jack Brooks: Monster Slayer,Action|Comedy|Horror,2007,6,870
Myrna Loy,The Best Years of Our Lives,Drama|Romance|War,1946,8.1,0
Kelli Garner,Bully,Biography|Crime|Drama,2001,7,0
Jørgen Langhelle,Elling,Comedy|Drama,2001,7.6,0
Michael Derek,Mi America,Crime|Drama,2015,7.2,305
Manuela Velasco,[Rec],Horror,2007,7.5,15000
Rosie Perez,Lies in Plain Sight,Drama,2010,6.3,162
Travis Myers,Sharkskin,Comedy|Drama|Mystery|Romance|Thriller,2015,6.7,14
Walter Hendrix III,Containment,Horror|Sci-Fi|Thriller,2015,4.8,275
James Ransone,The Timber,Adventure|Drama|Western,2015,5.5,380
Robert Shaw,From Russia with Love,Action|Adventure|Thriller,1963,7.5,0
Phoebe Legere,The Toxic Avenger Part II,Action|Comedy|Horror|Sci-Fi,1989,5.1,321
Carroll O'Connor,In the Heat of the Night            ,Crime|Drama|Mystery,,7.4,763
Woody Allen,Sleeper,Comedy|Sci-Fi,1973,7.3,0
Maika Monroe,It Follows,Horror|Mystery,2014,6.9,45000
Woody Allen,Everything You Always Wanted to Know About Sex * But Were Afraid to Ask,Comedy,1972,6.8,0
Robert Duvall,To Kill a Mockingbird,Crime|Drama,1962,8.4,15000
Vernon Wells,Mad Max 2: The Road Warrior,Action|Adventure|Sci-Fi|Thriller,1981,7.6,0
Andy Lau,The Legend of Drunken Master,Action|Comedy,1994,7.6,0
James Mason,Lolita,Crime|Drama|Romance,1962,7.7,0
Alicia Goranson,Boys Don't Cry,Biography|Crime|Drama|Romance,1999,7.6,0
Eric Sheffer Stevens,Silent House,Drama|Horror|Mystery|Thriller,2011,5.3,0
Sebastian Koch,The Lives of Others,Drama|Thriller,2006,8.5,39000
Ben Davies,Courageous,Drama,2011,7,10000
George C. Scott,The Hustler,Drama|Sport,1961,8,0
Hedy Lamarr,Boom Town,Adventure|Drama|Romance|Western,1940,7.1,236
Michel Robin,The Triplets of Belleville,Animation|Comedy|Drama,2003,7.8,0
Michael Greyeyes,Smoke Signals,Comedy|Drama,1998,7.2,0
Josh Hutcherson,American Splendor,Biography|Comedy|Drama,2003,7.5,0
Vernon Dobtcheff,Before Sunset,Drama|Romance,2004,8,13000
Adriana Barraza,Amores Perros,Drama|Thriller,2000,8.1,11000
Holly Hunter,Thirteen,Drama,2003,6.8,0
Dean Stockwell,Gentleman's Agreement,Drama|Romance,1947,7.4,0
Jennifer Lawrence,Winter's Bone,Drama,2010,7.2,20000
Nicholas Aaron,Touching the Void,Adventure|Documentary|Drama|Sport,2003,8.1,0
Tyrone Power,Alexander's Ragtime Band,Drama|Musical|Romance,1938,7,60
Najarra Townsend,Me and You and Everyone We Know,Comedy|Drama,2005,7.4,0
Matt Damon,Inside Job,Crime|Documentary,2010,8.3,63000
Vanessa Lengies,We Are Your Friends,Drama|Music|Romance,2015,6.1,0
Henry Silva,Ghost Dog: The Way of the Samurai,Action|Crime|Drama|Thriller,1999,7.5,0
J.K. Simmons,Harsh Times,Action|Crime|Drama|Thriller,2005,7,0
David Oyelowo,Captive,Crime|Drama|Thriller,2015,5.3,0
Julia Roberts,Full Frontal,Comedy|Romance,2002,4.7,134
Kathleen Wilhoite,Witchboard,Horror|Mystery|Thriller,1986,5.7,0
Stephen Colbert,Strangers with Candy            ,Comedy,,8.1,558
Julie Christie,Hamlet,Drama,1996,7.8,0
Sook-Yin Lee,Shortbus,Comedy|Drama|Romance,2006,6.5,0
Ari Folman,Waltz with Bashir,Animation|Biography|Documentary|Drama|History|War,2008,8,0
Noah Danby,"The Book of Mormon Movie, Volume 1: The Journey",Adventure,2003,3.3,32
Campbell Scott,No End in Sight,Documentary|War,2007,8.3,0
Alexander Skarsgård,The Diary of a Teenage Girl,Drama|Romance,2015,6.9,0
Anne Hathaway,Get Real            ,Comedy|Drama|Romance,,7.3,43
John F. Kennedy,In the Shadow of the Moon,Documentary|History,2007,8.1,0
Bruce Greenwood,Meek's Cutoff,Drama|Western,2010,6.5,0
Hugh M. Hefner,Inside Deep Throat,Biography|Documentary|History,2005,6.8,592
Danny Aiello,Dinner Rush,Crime|Drama|Romance,2000,7.3,495
Alanna Ubach,Clockwatchers,Comedy|Drama,1997,6.4,166
Matt Bennett,The Virginity Hit,Comedy,2010,4.6,974
Christopher Lambert,Subway,Comedy|Drama|Thriller,1985,6.5,739
Robin Williams,House of D,Comedy|Drama,2004,7,857
Jess Weixler,Teeth,Comedy|Fantasy|Horror|Thriller,2007,5.4,17000
Jeffrey Falcon,Six-String Samurai,Action|Adventure|Comedy|Drama|Music|Sci-Fi,1998,6.7,0
Karisma Kapoor,Hum To Mohabbat Karega,Action|Comedy|Romance|Thriller,2000,2.8,10
Paul Kaye,It's All Gone Pete Tong,Biography|Comedy|Drama|Music,2004,7.4,0
Peter Dinklage,Saint John of Las Vegas,Comedy|Drama,2009,5.8,407
Bob Hoskins,24 7: Twenty Four Seven,Comedy|Drama|Romance|Sport,1997,7.1,224
Jeremy Irvine,Stonewall,Drama,2015,4.5,0
Joe Morton,Eureka            ,Comedy|Drama|Sci-Fi,,7.9,3000
Saif Ali Khan,Roadside Romeo,Animation|Comedy|Family|Romance,2008,5.3,39
Vincent Pastore,This Thing of Ours,Crime|Drama,2003,5.4,61
Alex Kendrick,The Lost Medallion: The Adventures of Billy Stone,Adventure|Family|Fantasy,2013,4.8,715
Anna Kendrick,The Last Five Years,Comedy|Drama|Musical|Romance,2014,5.9,0
Merritt Wever,The Missing Person,Drama,2009,6.2,195
Melinda Clarke,Return of the Living Dead III,Horror|Romance|Sci-Fi,1993,5.9,810
Jason Statham,London,Drama|Romance,2005,6.6,0
Brad William Henke,Sherrybaby,Drama,2006,6.6,474
Martin Starr,Stealing Harvard,Comedy|Crime,2002,5.1,215
Jordi Vilasuso,Circle,Drama|Horror|Mystery|Sci-Fi|Thriller,2015,6,0
Michael Fassbender,Eden Lake,Horror|Thriller,2008,6.8,0
Frances Fisher,Plush,Thriller,2013,5.4,604
MyAnna Buring,Vampire Killers,Action|Comedy|Fantasy|Horror,2009,5.2,0
Rapulana Seiphemo,Gangster's Paradise: Jerusalema,Action|Crime|Drama,2008,7.8,1000
Colin Salmon,Freeze Frame,Crime|Drama|Thriller,2004,6.4,205
Mackenzie Gray,Grave Encounters,Horror,2011,6.1,0
Peter McQuinn,Stitches,Comedy|Horror,2012,5.7,0
Daniel Baldwin,Nine Dead,Crime|Drama|Horror|Mystery|Thriller,2010,5.5,0
Alice Cooper,"To Be Frank, Sinatra at 100",Documentary,2015,7.4,0
Woody Allen,Bananas,Comedy,1971,7.1,0
Paul Sheehan,Supercapitalist,Thriller,2012,3.9,115
Nicholas Gonzalez,Rockaway,Action|Crime|Drama|Thriller,2007,4.6,44
Steven Weber,Wings            ,Comedy|Drama,,7.3,1000
Rita Hayworth,The Lady from Shanghai,Crime|Drama|Film-Noir|Mystery|Thriller,1947,7.7,0
Mircea Monroe,No Man's Land: The Rise of Reeker,Horror|Thriller,2008,4.9,153
Jake Gyllenhaal,Highway,Crime|Drama,2002,6.3,912
Noel Gugliemi,Small Apartments,Comedy|Crime|Drama,2012,6.1,0
Sunil Narkar,Coffee Town,Comedy,2013,6.6,0
Kate Maberly,The Ghastly Love of Johnny X,Comedy|Fantasy|Musical|Sci-Fi,2012,5.7,655
Sally Hawkins,All Is Bright,Comedy|Drama,2013,5.6,825
Christopher Lee,The Torture Chamber of Dr. Sadism,Horror|Mystery,1967,6,200
Jon Mack,Straight A's,Comedy|Drama,2013,5.7,0
Buster Keaton,A Funny Thing Happened on the Way to the Forum,Comedy|Musical,1966,7,805
Michael Moore,Slacker Uprising,Documentary,2007,5.3,69
William McNamara,The Legend of Hell's Gate: An American Conspiracy,Action|Adventure|History|Western,2011,4.4,651
Trenton Rostedt,The Walking Deceased,Comedy|Horror,2015,3.4,0
Kevin Zegers,The Curse of Downers Grove,Drama|Horror|Mystery|Thriller,2015,4.5,0
Melissa Bolona,Shark Lake,Thriller,2015,3.4,728
Keanu Reeves,River's Edge,Crime|Drama,1986,7.1,0
Peter Coyote,Northfork,Drama|Fantasy,2003,6.4,298
Paul McGillion,The Marine 4: Moving Target,Action|Thriller,2015,5.2,620
Ryan Reynolds,Buried,Drama|Mystery|Thriller,2010,7,24000
Craig Roberts,Submarine,Comedy|Drama|Romance,2010,7.3,17000
Khalid Abdalla,The Square,Documentary|Drama|History|News,2013,8.1,0
Karl E. Landler,One to Another,Drama,2006,5.8,104
Chloë Grace Moretz,Carrie,Drama|Fantasy|Horror,2013,5.9,39000
Lauren Gottlieb,ABCD (Any Body Can Dance),Drama|Musical,2013,6.4,1000
Johnny Depp,A Nightmare on Elm Street,Horror,1984,7.5,10000
Paul McGill,Man on Wire,Biography|Crime|Documentary|History|Thriller,2008,7.8,0
Siobhan Marshall,Abandoned,Drama,2015,6.3,213
Logan Browning,Brotherly Love,Drama,2015,7.2,1000
Caleb Landry Jones,The Last Exorcism,Drama|Horror|Thriller,2010,5.6,0
Kristin Scott Thomas,Nowhere Boy,Biography|Drama|Music,2009,7.2,10000
Marlon Brando,A Streetcar Named Desire,Drama,1951,8,5000
George C. Scott,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,Comedy,1964,8.5,18000
Damián Alcázar,El crimen del padre Amaro,Drama|Romance,2002,6.8,544
Quvenzhané Wallis,Beasts of the Southern Wild,Drama|Fantasy,2012,7.3,31000
Roddy McDowall,Battle for the Planet of the Apes,Action|Sci-Fi,1973,5.5,511
Aidan Quinn,Songcatcher,Drama|Music,2000,7.3,0
Donna Murphy,Higher Ground,Drama,2011,6.3,952
Hansika Motwani,Vaalu,Comedy|Romance,2015,5.1,82
Quentin Tarantino,The Greatest Movie Ever Sold,Comedy|Documentary,2011,6.6,0
Steve Buscemi,Ed and His Dead Mother,Comedy|Horror,1993,6.1,266
Tshewang Dendup,Travelers and Magicians,Adventure|Drama,2003,7.5,353
Clint Eastwood,Hang 'Em High,Western,1968,7,0
Humphrey Bogart,Deadline - U.S.A.,Crime|Drama|Film-Noir,1952,7.2,169
George Newbern,Sublime,Horror|Thriller,2007,5.3,368
Kimberley Crossman,A Beginner's Guide to Snuff,Comedy|Horror|Thriller,2016,8.7,8
Tom Everett Scott,Independence Daysaster,Action|Sci-Fi,2013,3.4,566
Christian Keyes,Dysfunctional Friends,Comedy|Drama,2012,5.4,569
Moritz Bleibtreu,Run Lola Run,Crime|Drama,1998,7.8,0
James Duval,May,Drama|Horror,2002,6.7,0
Natasha Henstridge,Against the Wild,Adventure|Family,2013,4.7,326
Matthew Alan,Living Dark: The Story of Ted the Caver,Horror,2013,6.3,73
America Ferrera,Under the Same Moon,Adventure|Drama,2007,7.4,0
Roddy McDowall,Conquest of the Planet of the Apes,Action|Sci-Fi,1972,6.1,794
Tom Wilkinson,In the Bedroom,Crime|Drama,2001,7.5,951
Sarah Butler,I Spit on Your Grave,Horror|Thriller,2010,6.3,17000
Ally Walker,"Happy, Texas",Comedy|Crime|Romance,1999,6.3,374
Paddy Considine,My Summer of Love,Drama|Romance,2004,6.8,869
Nawazuddin Siddiqui,The Lunchbox,Drama|Romance,2013,7.8,16000
Shirley Henderson,Yes,Drama|Romance,2004,6.9,305
Jean Arthur,You Can't Take It with You,Comedy|Drama|Romance,1938,8,0
Montgomery Clift,From Here to Eternity,Drama|Romance|War,1953,7.8,0
Harry Carey Jr.,She Wore a Yellow Ribbon,Western,1949,7.4,721
Shawnee Smith,Grace Unplugged,Drama|Music,2013,6.1,0
Eddie Griffin,Foolish,Comedy|Drama,1999,4.3,43
Essence Atkins,N-Secure,Crime|Drama|Thriller,2010,3.5,588
Yasmine Al Massri,Caramel,Comedy|Drama|Romance,2007,7.2,0
Stephen Rea,Out of the Dark,Horror|Thriller,2014,4.7,844
Ohad Knoller,The Bubble,Comedy|Drama|Romance,2006,7.3,0
Harrison Ford,The Conversation,Drama|Mystery|Thriller,1974,7.9,6000
Annabelle Wallis,Dil Jo Bhi Kahey...,Romance,2005,5.1,9
Catherine Deneuve,Mississippi Mermaid,Crime|Drama|Romance,1969,7.2,278
Judy Greer,I Love Your Work,Drama|Mystery,2003,5.4,63
Dustin Ingram,Cabin Fever,Horror,2016,3.7,2000
Ty Burrell,Dawn of the Dead,Action|Horror|Thriller,2004,7.4,7000
Lew Temple,Waitress,Comedy|Drama|Romance,2007,7.1,0
Bolo Yeung,Bloodsport,Action|Biography|Drama|Sport,1988,6.8,0
Claude Rains,Mr. Smith Goes to Washington,Comedy|Drama,1939,8.2,0
Rosario Dawson,Kids,Drama,1995,7,0
William Baldwin,The Squid and the Whale,Comedy|Drama,2005,7.4,0
Scott Cohen,Kissing Jessica Stein,Comedy|Drama|Romance,2001,6.7,682
Honglei Sun,"A Woman, a Gun and a Noodle Shop",Comedy|Drama,2009,5.7,784
Matthew Ziff,Kickboxer: Vengeance,Action,2016,9.1,0
Norman Lloyd,Spellbound,Film-Noir|Mystery|Romance|Thriller,1945,7.6,0
Bruce Greenwood,Exotica,Drama|Mystery|Romance,1994,7.2,619
Anjelica Huston,Buffalo '66,Comedy|Crime|Drama|Romance,1998,7.5,0
Lin Shaye,Insidious,Fantasy|Horror|Mystery|Thriller,2010,6.8,60000
Del Zamora,Repo Man,Comedy|Crime|Sci-Fi|Thriller,1984,6.9,0
Ricardo Darín,Nine Queens,Crime|Drama|Thriller,2000,7.9,0
Ami Ayalon,The Gatekeepers,Documentary|War,2012,7.6,0
Beau Bridges,The Ballad of Jack and Rose,Drama,2005,6.7,608
Donald Glover,The To Do List,Comedy|Romance,2013,5.8,0
Eric Stoltz,Killing Zoe,Crime|Drama|Thriller,1993,6.5,853
Ryan Gosling,The Believer,Drama,2001,7.2,0
Michael Angarano,Snow Angels,Drama|Romance,2007,6.9,415
Ward G. Smith,Unsullied,Action|Horror|Thriller,2014,5.5,307
Paul Guilfoyle,Session 9,Horror|Mystery,2001,6.5,0
Jessy Schram,I Want Someone to Eat Cheese With,Comedy|Romance,2006,6.2,0
Dorian Missick,Mooz-Lum,Drama|Family,2010,6.7,0
Joel David Moore,Hatchet,Comedy|Horror,2006,5.7,0
Paulette Goddard,Modern Times,Comedy|Drama|Family,1936,8.6,0
Brian Dennehy,Stolen Summer,Drama,2002,6.5,304
Ted Raimi,My Name Is Bruce,Comedy|Fantasy,2007,6.3,0
Vivica A. Fox,The Salon,Comedy|Drama,2005,4.3,68
Jay Mohr,Road Hard,Comedy,2015,6.1,212
Rip Torn,Forty Shades of Blue,Drama|Music|Romance,2005,6,216
Brian Lee Franklin,Amigo,Drama|War,2010,5.8,594
Stephen McHattie,Pontypool,Fantasy|Horror,2008,6.7,0
Jimmy Bennett,Trucker,Drama,2008,6.7,371
Angela Sarafyan,Me You and Five Bucks,Comedy|Drama|Romance,2015,7.6,132
Sid Haig,The Lords of Salem,Drama|Fantasy|Horror|Thriller,2012,5.1,15000
Morgana O'Reilly,Housebound,Comedy|Horror|Mystery,2014,6.8,10000
Lee Scott,Wal-Mart: The High Cost of Low Price,Documentary,2005,6.8,0
Nicole Muñoz,Fetching Cody,Drama|Fantasy|Romance,2005,6.8,193
Chazz Palminteri,Once Upon a Time in Queens,Comedy|Drama,2013,6.3,283
Monica Barladeanu,Closer to the Moon,Comedy|Drama,2014,7.1,0
Ashanti,Mutant World,Sci-Fi,2014,2.8,236
Brighton Sharbino,Growing Up Smith,Comedy|Drama|Family,2015,8.2,232
Katrina Law,Checkmate,Action|Crime|Thriller,2015,3.1,402
Tom Cruise,Jack Reacher,Action|Crime|Mystery|Thriller,2012,7,38000
Timothy Hutton,#Horror,Drama|Horror|Mystery|Thriller,2015,3.3,750
Rudy Youngblood,Wind Walkers,Action|Horror|Thriller,2015,3.6,135
Adriana Caselotti,Snow White and the Seven Dwarfs,Animation|Family|Fantasy|Musical,1937,7.7,0
Mía Maestro,The Holy Girl,Drama,2004,6.7,57
Brigitte Bardot,Shalako,Western,1968,5.5,209
Zak Penn,Incident at Loch Ness,Adventure|Comedy|Horror,2004,6.6,400
Lea Thompson,The Dog Lover,Drama,2016,4.8,724
Camren Bicondova,Girl House,Horror|Thriller,2014,5.5,969
Mathieu Amalric,The Blue Room,Crime|Romance|Thriller,2014,6.3,389
Jessica Szohr,House at the End of the Drive,Horror|Thriller,2014,6.9,223
Burgess Meredith,Batman: The Movie,Adventure|Comedy|Family,1966,6.5,0
Jason Statham,"Lock, Stock and Two Smoking Barrels",Comedy|Crime,1998,8.2,21000
Barry Corbin,The Ballad of Gregorio Cortez,Western,1982,7.1,32
Karl Malden,The Streets of San Francisco            ,Action|Crime|Drama|Mystery,,7.3,533
Ulrich Thomsen,The Celebration,Drama,1998,8.1,5000
Steve Buscemi,Trees Lounge,Comedy|Drama,1996,7.2,872
Long Nguyen,Journey from the Fall,Drama,2006,7.4,100
Eric Dane,The Basket,Drama,1999,6.5,117
Stephen McHattie,Eddie: The Sleepwalking Cannibal,Comedy|Horror,2012,5.7,932
Bruce Willis,Mercury Rising,Action|Crime|Drama|Thriller,1998,6.1,0
James Morrison,Space: Above and Beyond            ,Drama|Sci-Fi,,7.7,963
Elina Abai Kyzy,Queen of the Mountains,Action|Biography|Drama|History,2014,8.7,0
Maury Chaykin,Def-Con 4,Action|Sci-Fi,1985,4.3,220
Judy Greer,The Hebrew Hammer,Comedy,2003,6.2,3000
Abhishek Bachchan,Neal 'N' Nikki,Comedy|Musical|Romance,2005,3.3,66
Noureen DeWulf,The 41-Year-Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad About It,Comedy,2010,2.7,0
Bella Thorne,Forget Me Not,Horror|Romance|Thriller,2009,5.2,969
Laurence Olivier,Rebecca,Drama|Film-Noir|Mystery|Thriller,1940,8.2,0
Betsy Palmer,Friday the 13th Part 2,Horror|Mystery|Thriller,1981,6.1,0
Ray Milland,The Lost Weekend,Drama|Film-Noir,1945,8,0
Daniel Stern,C.H.U.D.,Horror|Sci-Fi,1984,5.5,0
Noel Gugliemi,Filly Brown,Drama|Music,2012,5.7,0
Vic Mignogna,The Lion of Judah,Animation,2011,3.7,381
Joseph Cotten,Niagara,Crime|Film-Noir|Thriller,1953,7.1,1000
Roddy McDowall,How Green Was My Valley,Drama|Family,1941,7.8,0
Mary Lynn Rajskub,The Girlfriend Experience            ,Drama,,7.3,632
Rami Malek,Da Sweet Blood of Jesus,Comedy|Romance|Thriller,2014,4.1,447
Peter Gallagher,"Sex, Lies, and Videotape",Drama,1989,7.2,2000
Michael Emerson,Saw,Horror|Mystery|Thriller,2004,7.7,0
Geoffrey Arend,Super Troopers,Comedy|Crime|Mystery,2001,7.1,0
Zuhair Haddad,The Algerian,Action|Romance|Thriller,2014,7.6,221
Ximena Ayala,The Amazing Catfish,Comedy|Drama,2013,7,407
Keanu Reeves,The Day the Earth Stood Still,Drama|Sci-Fi|Thriller,2008,5.5,0
Naseeruddin Shah,Monsoon Wedding,Comedy|Drama|Romance,2001,7.4,0
Matthew Broderick,You Can Count on Me,Drama,2000,7.7,756
Jerry Mathers,The Trouble with Harry,Comedy|Mystery|Romance,1955,7.2,0
Bruce Willis,Lucky Number Slevin,Crime|Drama|Mystery|Thriller,2006,7.8,10000
Natasha Lyonne,But I'm a Cheerleader,Comedy|Drama,1999,6.6,0
Vivica A. Fox,Home Run,Drama|Sport,2013,6,0
Quentin Tarantino,Reservoir Dogs,Crime|Drama|Thriller,1992,8.4,19000
Spring Byington,The Blue Bird,Drama|Family|Fantasy,1940,6.5,548
Clint Eastwood,"The Good, the Bad and the Ugly",Western,1966,8.9,20000
Alex Huszar,The Second Mother,Comedy|Drama,2015,7.9,0
Jason Marsden,Blue Like Jazz,Comedy|Drama,2012,6,0
Lemmy,Down and Out with the Dolls,Comedy|Music,2001,6.1,27
,"Pink Ribbons, Inc.",Documentary,2011,7.4,5000
Robin Williams,Certifiably Jonathan,Comedy|Documentary,2007,6.2,87
Déborah Révy,Q,Drama,2011,5.6,754
Nataniel Sánchez,The Knife of Don Juan,Comedy|Drama,2013,7.2,75
Marley Shelton,Grand Theft Parsons,Adventure|Comedy|Drama,2003,6.1,480
Rich Ceraulo,Extreme Movie,Comedy,2008,3.8,636
Errol Flynn,The Charge of the Light Brigade,Action|Adventure|Romance|War,1936,7.1,204
Michael Berryman,Below Zero,Thriller,2011,4.5,161
Christie Burke,Crowsnest,Action|Horror|Mystery|Thriller,2012,3.8,238
Alanna Ubach,Airborne,Adventure|Comedy|Sport,1993,6.2,0
Redd Foxx,Cotton Comes to Harlem,Action|Comedy,1970,6.6,477
William McNamara,The Wicked Within,Horror,2015,4.6,479
Seregon O'Dassey,Bleeding Hearts,Horror,2015,4.2,242
Ryan Reynolds,Waiting...,Comedy,2005,6.8,0
Paddy Considine,Dead Man's Shoes,Crime|Drama|Thriller,2004,7.7,0
Richard Cawthorne,Wolf Creek            ,Drama|Horror|Thriller,,7.1,954
Terry Kiser,From a Whisper to a Scream,Action|Drama|Horror|Thriller,1987,5.9,241
,Sex with Strangers,Documentary|Drama,2002,4.7,51
Sarah Murphy-Dyson,Dracula: Pages from a Virgin's Diary,Comedy|Horror|Musical,2002,7,131
Sean Cameron Michael,Faith Like Potatoes,Drama,2006,6.9,0
Chris Gauthier,Beyond the Black Rainbow,Sci-Fi|Thriller,2010,6.1,0
Iko Uwais,The Raid: Redemption,Action|Crime|Thriller,2011,7.6,51000
Johnny Pacar,The Dead Undead,Action|Horror|Sci-Fi,2010,3,444
Piero Maggiò,The Vatican Exorcisms,Horror,2013,2.6,200
Humphrey Bogart,Casablanca,Drama|Romance|War,1942,8.6,23000
Talia Zucker,Lake Mungo,Drama|Horror|Mystery|Thriller,2008,6.1,0
Ranbir Kapoor,Rocket Singh: Salesman of the Year,Comedy|Drama,2009,7.5,773
Bruce Dern,Silent Running,Drama|Sci-Fi,1972,6.7,0
Sylvester Stallone,Rocky,Drama|Sport,1976,8.1,0
Christopher Abbott,The Sleepwalker,Drama,2014,4.9,234
Jamie Lee Curtis,The Fog,Fantasy|Horror,1980,6.8,7000
Albert Finney,Tom Jones,Adventure|Comedy|History,1963,6.8,328
Shelley Hennig,Unfriended,Horror|Mystery|Thriller,2014,5.7,13000
Robert De Niro,Taxi Driver,Crime|Drama,1976,8.3,35000
Patrick Macnee,The Howling,Horror,1981,6.6,0
Ursula Andress,Dr. No,Action|Adventure|Thriller,1962,7.3,5000
Jesse McCartney,Chernobyl Diaries,Horror|Mystery|Sci-Fi|Thriller,2012,5,24000
Andrew Robinson,Hellraiser,Fantasy|Horror,1987,7,0
Benjamin A. Onyango,God's Not Dead 2,Drama,2016,3.4,0
Julian Morris,Cry_Wolf,Drama|Horror|Mystery|Thriller,2005,5.9,816
Hiroshi Abe,Godzilla 2000,Action|Adventure|Drama|Sci-Fi|Thriller,1999,6,339
Ryan Gosling,Blue Valentine,Drama|Romance,2010,7.4,25000
Kevin Zegers,Transamerica,Adventure|Comedy|Drama,2005,7.4,0
Fernanda Andrade,The Devil Inside,Horror,2012,4.2,12000
Charles Napier,Beyond the Valley of the Dolls,Comedy|Drama|Music,1970,6.2,0
James Drury,Love Me Tender,Drama|Romance|Western,1956,6.2,365
Billy West,An Inconvenient Truth,Documentary,2006,7.5,0
James Brown,Sands of Iwo Jima,Action|Drama|Romance|War,1949,7.2,624
Mick Jagger,Shine a Light,Biography|Documentary|Music,2008,7.2,0
Daryl Sabara,The Green Inferno,Adventure|Horror,2013,5.4,12000
Juliet Stevenson,Departure,Drama|Family|Romance,2015,7,75
W. Earl Brown,The Sessions,Biography|Comedy|Drama|Romance,2012,7.2,11000
Michael Pollan,"Food, Inc.",Documentary,2008,7.9,37000
Rachel Hendrix,October Baby,Drama,2011,6.8,0
Philip Seymour Hoffman,Next Stop Wonderland,Comedy|Drama|Romance,1998,6.7,392
J.K. Simmons,Juno,Comedy|Drama|Romance,2007,7.5,10000
Ty Burrell,The Skeleton Twins,Comedy|Drama,2014,6.8,0
Christopher Abbott,Martha Marcy May Marlene,Drama|Mystery|Thriller,2011,6.9,0
Gaby Hoffmann,Obvious Child,Comedy|Drama,2014,6.8,0
Charlie McDermott,Frozen River,Crime|Drama,2008,7.2,0
Sheryl Crow,20 Feet from Stardom,Documentary|Music,2013,7.4,14000
Robert Downey Jr.,Two Girls and a Guy,Comedy|Drama,1997,5.6,387
Kevin Corrigan,Walking and Talking,Comedy|Drama|Romance,1996,6.8,227
Tom Wilkinson,The Full Monty,Comedy|Drama|Music,1997,7.2,0
Ed Begley Jr.,Who Killed the Electric Car,Documentary,2006,7.7,0
Justin Theroux,The Broken Hearts Club: A Romantic Comedy,Comedy|Drama|Romance|Sport,2000,7,671
Daniel Roebuck,Bubba Ho-Tep,Comedy|Fantasy|Mystery,2002,7.2,0
Odeya Rush,Goosebumps,Adventure|Comedy|Family|Fantasy|Horror,2015,6.4,35000
Sonja Sohn,Slam,Drama,1998,7.2,603
Wilford Brimley,Brigham City,Crime|Drama|Mystery,2001,7.2,100
Karisma Kapoor,Fiza,Drama|Romance,2000,6.2,92
Madeline Kahn,History of the World: Part I,Comedy,1981,6.9,0
Trey Parker,Orgazmo,Comedy|Sci-Fi,1997,6.2,0
Zooey Deschanel,All the Real Girls,Drama|Romance,2003,6.9,571
David Arquette,Dream with the Fishes,Comedy|Drama,1997,7,166
Frances Fisher,Blue Car,Drama,2002,6.7,115
Cheech Marin,Luminarias,Comedy|Romance,2000,3.6,24
James Franco,Palo Alto,Drama,2013,6.3,0
Shahir Kabaha,Ajami,Crime|Drama,2009,7.4,0
